text,airline_sentiment,label
"Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of in Italian clothing robbed.",negative,0
Come on and provide service from Destin Fort Walton Beach Airport,neutral,1
they booked me for tomorrow. Its 250 higher. My 1st reservation is PGFRYZ. Get me on standby list 4 tonight would help.,negative,0
Its the fact that an international should not be with out her bag and no sense of whats going on other than maintenance.,negative,0
usairways I just learned that although there is travel policy and they waive the change feeyou will still be charged a 25 reservation fee,negative,0
"well done, you have taken the fun out of air travel PHLAirport",negative,0
can I redeem AAdavantage miles on LAN flights?,neutral,1
if I pay you 25 and 35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,negative,0
"my credit card company accidentally marked my jet blue tickets as fraud, then corrected their mistake and reposted the money.",neutral,1
to End Partnership with American Express,neutral,1
thanks. Home to MSY. TSA precheck agents directing people after photo until scan beyond rude. One grabbed and pushed children.,negative,0
Thank you for the Delta transfer. Will my bags go too?,positive,2
Yes. Luckily I was there.,neutral,1
usairways would it kill you to let me know how many minutes I might be on hold?,negative,0
"we are delayed, until he arrives",negative,0
I was going to change it to tomorrow because I am concerned if the fllight does make I wont be able to leave the airport 12,neutral,1
this is ridiculous. Its been 2 hours on hold to rebook Cancelled Flightled flight.,negative,0
I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine,negative,0
I want to not sit on a plane from DCA to LGA for an hour and a half which is longer than my flight.,negative,0
can you please have your employee that has been called 5 times by the flight crew finish maintenance on US 734 so we can depart!,negative,0
any updates with the DOT looking at the united fares from London to the US from last week?,neutral,1
"Eh, it happens. I think Ill survive. Thanks!",neutral,1
and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword,negative,0
I think I get a faster response on Twitter than I do when I call...whats up with that?,negative,0
Im sure all these birds will be in warmer weather soon.,neutral,1
it was this one but looks like the problem is now fixed.,negative,0
why would I pay 200 to reactivate my points that are only useful for certain flights that arent even worth 200?,negative,0
Ill play it by ear. I know that you are doing your best. Buy some chewey oatmeal cookies for your customer care folks.,negative,0
JT is the ORD to PHL flight at 915 PM CDT delayed? DM Im kinda hoping not to be stranded at ORD either.,neutral,1
flying back to Denver tomorrow. Should I rebook?,neutral,1
nah its for my flight next week.. inside my Chairman 7day window but you still havent released the last open First seat to me,negative,0
airbusintheus A320 landing arubaairport in February of 2014. #avgeek #warmweather,neutral,1
this is despicable I spoke to many diff people amp everyone is telling me something different I have a claim no. I need my bag now,negative,0
my brothers flight into DFW was Cancelled Flightled yesterday. Are you flying from ONT to DFW today?,negative,0
"yeah, the mark was like a mile back. Also were an hour Late Flight. So thanks a ton for the great service today.",negative,0
Thank you for valuing my feedback. What will you do with it?,neutral,1
657. My daughter Candice and I are together with her baby.,neutral,1
Now put your baggage fees back on free. RT Our fleets on fleek.,neutral,1
#kudos! And were done and heading to warmer weather!,positive,2
INSANE traffic in LA. Trying to call you all to re schedule flight but been on phone for 20 minutes and nothing.,negative,0
flight 2302 from JFK to BUF.,neutral,1
great job today In ruining 45 peoples vacation. Thanks to your incompetent pilot and staff we have all now missed our flights,negative,0
it was 1265 coming and next catching 2396 home to DCA. Lets get another great leg too tonight!,positive,2
"what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA",negative,0
I just think its weird to have mileage as 666,positive,2
"Thanks so much , my passport was recovered",positive,2
The first time I flew United was horrible thought I would give you a second chance. There will NOT be a third! #disgruntled,negative,0
quit being cheap and hire some call center employees. It shouldnt take half a day to call you,negative,0
"Thank you, but that isnt really responding to my request, is it? You are sending me into a generic environment on your site.",negative,0
"sure, just DMed you.",neutral,1
really wish youd fly out of #Fargo fargoairport those fares are amazings,positive,2
why cant Sapphire members reach anyone on the phone?,negative,0
having problems Flight Booking Problems on the web site. keeps giving me an error and to contact by phone. phone is 30 minute wait.,negative,0
thats the gist of what the flight attendant told her.,negative,0
Lady at B1 ABQ for 5347 on 223 was of a great service to all among several Cancelled Flightlations,positive,2
I would like the actual email address so I can follow up. thank you.,neutral,1
please message me for assistance cant get through to anyone.,negative,0
Trying to locate passenger that landed 2 hrs ago in HeathrowAirport UA938. can you assist? Is flight still in customs? PLEASE help,neutral,1
4 hours on tarmac in Charleston and still cant get a response after a week. Unacceptable,negative,0
"but dont worry! They found a hotel, its only 45min away. I got there around 1130pm, no problem.",positive,2
says is the final carrier . Us air doesnt have it. I want my bag!!! Not a claim not an im sorry. I want my clothes!!,negative,0
expanding! #Nantucket #Aviation,neutral,1
its cool. I didnt need to go to work today. Or get home to make sure my house is ok in the 30 wind chill.,neutral,1
Q Just purchased ticket to #Hawaii for trip in Late FlightMarch. Does this mean we will acquire miles based on price or distance flown?,neutral,1
#albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice,negative,0
what you did was illegal and a breach of contract. I will be in touch but not through your customer feedback,negative,0
Happily! But you need to follow me in order for me to DM you,neutral,1
congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we cant leave.,negative,0
"It really is nice, though. The snack fridgethat you can just get up and take stuff out, like a dorm common room, is genius.",positive,2
"ok, have sent u info via DM. I appreciate your help and consideration.",positive,2
I miss the #nerdbird in San Jose,neutral,1
Are there really no flights from the Bay Area to Chicago anymore? Lame. So lame.,negative,0
I did. Should i expect a response in this fiscal year? This calendar year? Never?,negative,0
"you guys suck, 2 12 delay to get out of ers and didnt even have curtesy to let me know, #UnitedAirlines",negative,0
This is the second time in a row I havent received text updates about flight time change. Dont offer if you wont use it,negative,0
they couldnt do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8,negative,0
Could you tell me if this bag would be accepted as a personal item ? Can i bring one carryon bag plus this?,neutral,1
". Well, we all need something to aim for.",neutral,1
2hr and 20 min delayed...still waiting...you need to do something to improve...,negative,0
why would it take that long? My credit card company says the card hasnt been charged yet. Should it take 5 days for this?,negative,0
